-320.816 25.2562
-165.127 17.0119
-138.632 7.20857
-379.278 10.6075
-877.043 23.3279
-1452.91 28.2709
-1841.1 19.0976
-1811.99 9.11997
-1285.74 12.6078
-415.767 24.7902
409.676 28.5271
733.315 18.3569
347.499 8.1517
-460.558 11.6653
-1030.86 23.2357
-836.185 25.7421
39.3423 14.6127
944.968 4.24568
1257.1 7.8219
952.777 18.8304
560.127 20.1962
536.2 8.25758
767.653 -2.10304
760.894 1.69058
285.459 12.2768
-310.278 12.6974
-502.454 0.196686
-222.874 -9.89769
71.0908 -5.65664
-8.46228 4.73325
-261.385 4.46968
-136.394 -8.27977
533.338 -17.8006
1213.58 -12.8421
1217.47 -2.39479
500.232 -3.05429
-262.231 -15.7374
-434.296 -24.3741
-127.096 -18.4426
-11.7729 -7.70538
-473.877 -8.50952
-1127 -20.8498
-1251.38 -28.359
-611.477 -21.2654
303.718 -10.0808
830.872 -10.8627
760.6 -22.6764
350.821 -28.9171
-126.633 -20.5858
-627.587 -8.92042
-1106.37 -9.63235
-1279.23 -20.8767
-853.767 -25.8375
11.9927 -16.3344
686.528 -4.28911
648.052 -5.02917
33.1875 -15.7888
-527.282 -19.6104
-614.228 -9.14053
-420.502 3.04492
-380.137 2.05814
-538.762 -8.43826
-503.605 -11.3813
-49.6183 -0.261139
428.999 11.7248
289.198 10.1691
-541.248 -0.362686
-1310.04 -2.75589
-1165.33 8.62881
-102.424 20.0254
955.648 17.5503
1091.14 6.65875
343.792 4.4662
-347.327 15.7373
-140.882 26.1811
837.156 22.4708
1638.93 10.9403
1453.46 8.667
379.4 19.5252
-714.099 28.7312
-1015.8 23.5729
-453.806 11.243
353.468 8.73099
718.248 19.0081
445.002 26.8475
-132.056 20.1931
-560.285 7.06861
-677.706 4.32934
-655.414 14.0341
-709.664 20.5676
-829.646 12.5491
-803.329 -1.17986
-479.841 -3.94999
45.5695 5.3821
529.333 10.8466
825.733 1.78459
975.653 -12.1844
1040.01 -14.6213
919.936 -5.30521
446.838 -0.515793
-315.659 -10.1663
-936.833 -23.8788
-906.752 -25.5092
-127.827 -15.7574
897.299 -11.1653
1427.38 -20.877
1085.71 -33.7944
147.686 -34.1107
-727.466 -23.4523
-1031.76 -18.5827
-726.888 -27.8551
-143.742 -39.4815
338.909 -38.0429
523.31 -26.0982
412.893 -20.5798
128.361 -29.024
-156.96 -38.9997
-262.584 -35.5256
-89.0991 -22.0811
271.027 -15.7221
526.369 -23.1568
375.481 -31.3406
-204.517 -25.7798
-832.918 -10.8605
-960.904 -3.71902
-347.088 -10.2143
646.949 -16.7296
1292.59 -9.2925
1132.42 6.80547
429.272 14.4058
-71.5091 8.51946
106.807 3.29166
668.552 12.1311
856.426 28.8666
282.432 36.3637
-622.348 30.5195
-1057.35 25.9773
-715.644 35.5444
-90.7065 52.1873
113.081 58.8548
-229.09 52.3474
-585.498 47.7595
-456.812 57.2695
23.5261 73.0093
290.115 78.0597
62.6677 70.142
-320.805 64.7692
-344.176 73.4531
52.3337 87.5196
430.229 90.2395
410.54 80.262
94.3442 73.4823
-159.108 80.7127
-237.822 92.5047
-358.927 92.3763
-630.611 79.9117
-737.107 71.3365
-256.669 76.7447
729.557 85.9481
1535.38 82.7527
1502.63 67.684
690.334 57.254
-170.726 60.8194
-415.764 67.4633
-61.5522 61.3414
326.852 43.916
281.875 31.9445
-145.34 34.0003
-559.918 38.4894
-678.742 29.9473
-546.603 10.7746
-377.129 -2.08382
-292.375 -0.858467
-239.156 2.19994
-100.601 -7.94302
144.274 -27.9587
344.555 -40.7777
254.776 -39.4586
-240.036 -36.8739
-911.511 -47.59
-1257.45 -67.3775
-928.904 -79.0831
-150.828 -76.6264
385.309 -73.4697
186.867 -83.6759
-485.47 -102.135
-856.497 -111.662
-489.563 -107.065
207.775 -102.364
460.802 -111.084
58.384 -127.246
-390.948 -133.703
-220.742 -126.16
438.478 -119.17
790.653 -125.681
356.684 -138.864
-412.359 -141.668
-669.05 -130.72
-184.79 -121.044
426.155 -124.99
525.909 -134.911
230.688 -133.887
147.965 -119.482
469.939 -107.16
679.763 -108.628
293.509 -115.436
-371.465 -110.861
-506.693 -93.3932
125.828 -78.8984
786.905 -78.4049
640.151 -82.6794
-147.989 -75.2346
-543.547 -55.5019
59.9968 -39.691
999.615 -38.107
1081.37 -40.7685
48.7039 -31.4623
-1046.41 -10.5514
-1076.17 5.46341
-182.604 7.02594
415.44 4.85662
-89.3318 14.8475
-1132.54 35.7074
-1480.97 50.7095
-682.703 51.0786
491.326 48.2461
1033.15 57.7449
793.895 77.3732
400.841 90.2156
309.051 88.3254
323.68 83.8131
123.922 91.8159
-101.781 109.227
109.289 119.01
712.694 114.067
1007.85 107.156
483.031 112.981
-400.402 127.544
-604.962 133.737
262.279 125.333
1396.68 115.708
1664.25 119.085
897.158 130.594
61.5208 133.104
98.7932 121.275
839.891 109.064
1264.62 110.173
727.911 118.864
-340.156 118.038
-1019.38 103.255
-953.062 89.0049
-597.088 88.4258
-500.572 94.9272
-633.037 91.4847
-575.483 74.5679
-204.671 59.1523
96.0347 57.7672
-32.791 62.9858
-389.755 57.8927
-404.548 39.8827
160.915 24.3605
876.734 23.2031
1094.64 28.1602
650.603 22.4838
16.1479 4.46768
-227.019 -10.0854
38.3105 -9.99692
435.729 -4.32428
540.697 -9.61133
266.687 -26.6475
-151.635 -39.3059
-439.697 -37.1316
-495.677 -29.9705
-393.24 -34.1227
-268.304 -49.4581
-214.609 -59.5782
-231.239 -54.7883
-234.836 -45.692
-145.887 -48.3025
9.22742 -61.5777
101.732 -68.8861
43.9336 -61.3292
-77.0409 -50.24
-58.474 -51.2912
197.704 -62.5353
552.656 -67.155
755.662 -57.0727
688.753 -44.3133
445.561 -44.1646
172.092 -53.7715
-100.222 -56.1787
-407.229 -44.1511
-679.52 -30.3621
-724.561 -29.664
-439.954 -38.3035
5.73975 -39.2292
297.967 -26.0613
308.488 -12.0822
245.364 -11.6608
413.447 -20.1464
839.342 -20.438
1195.88 -7.02036
1129.76 6.25627
637.495 5.55824
82.3071 -3.57776
-155.889 -4.04237
-22.7471 8.79712
206.188 20.579
217.35 18.0404
-63.9277 7.60303
-444.562 6.33234
-649.939 17.9805
-535.055 27.7013
-175.278 22.8616
188.306 10.7431
299.655 8.32111
53.2488 18.4563
-426.976 25.8742
-866.34 18.598
-1033.66 4.75308
-894.924 1.17929
-592.19 9.83356
-280.428 15.053
2.15796 5.56068
298.167 -9.70882
586.16 -14.0958
709.849 -6.56304
487.377 -3.10706
-90.0581 -14.2876
-769.965 -30.3785
-1171.39 -34.9651
-1051 -27.9246
-491.13 -25.555
144.603 -37.6678
457.656 -53.7825
275.866 -57.7736
-259.798 -50.4481
-822.986 -48.3575
-1117.51 -60.5476
-1016.08 -75.8101
-566.152 -78.375
70.6226 -69.972
672.596 -67.3637
1016.67 -78.8033
980.435 -92.4103
640.336 -92.8044
244.136 -82.6422
24.9932 -78.8625
13.9244 -88.8989
53.6162 -100.229
9.57013 -97.9198
-66.2228 -85.5514
-24.4131 -80.1847
146.654 -88.4182
255.014 -97.1308
133.058 -91.8796
-105.363 -77.1583
-136.549 -70.0965
189.736 -76.45
591.356 -82.5276
580.149 -74.4214
-7.65192 -57.5233
-750.867 -48.9892
-983.132 -53.7
-424.9 -57.443
524.837 -46.8795
1124.57 -28.2827
919.131 -18.7792
85.4337 -22.3651
-754.289 -24.3353
-1020.61 -11.9623
-564.156 7.61984
274.501 17.375
912.286 14.2061
917.604 13.2649
320.584 26.6414
-395.961 46.3705
-684.65 55.547
-419.307 51.9969
-13.9033 51.2733
1.45264 64.8064
-445.99 83.8103
-866.444 91.5836
-723.805 86.8716
-28.5933 85.6019
656.209 98.4908
808.837 115.991
466.832 121.634
91.9849 115.101
-15.4203 112.643
-25.6184 124.252
-251.538 139.628
-627.973 142.596
-685.803 133.778
-90.7109 129.698
898.782 139.594
1624.33 152.445
1669.7 152.424
1222.5 141.084
772.614 135.18
541.204 143.164
308.502 153.333
-206.229 150.247
-904.437 136.389
-1323.66 128.693
-1069.95 134.797
-189.446 142.353
